UVW1            59046.1716592447        7.79929       0.148434        10.1056       0.158286
UVW1            59048.8394461968        8.42600       0.246126        9.99131       0.252226
UVW1            59050.5002957224        7.61150       0.181212        9.70707       0.192319
UVW1            59052.6172437989        7.63087       0.184998        9.58501       0.195258
UVW1            59053.6708691167        8.02703       0.274516        9.71581       0.284480
UVW1            59055.7390142046        8.07612       0.199329        9.99926       0.208235
UVW1            59056.6421167399        7.53367       0.191080        9.45324       0.201694
UVW1            59057.4588242765        8.19244       0.183620        10.2826       0.192688
UVW1            59059.7228355594        7.98214       0.194734        9.85311       0.203539
UVW1            59060.4440667462        8.12375       0.198536        9.78155       0.205134
UVW1            59066.3003322440        8.15998       0.161211        9.93437       0.167324
UVW1            59067.6377147012        8.10135       0.216624        9.53862       0.222157
UVW1            59071.7431058148        8.47973       0.130805        10.2635       0.135054
UVW1            59074.4390211971        5.10437       0.146239        5.96134       0.153087
UVW1            59076.5338161113        8.57727       0.177577        10.1419       0.181582
UVW1            59078.0185534409        7.57467       0.181994        9.70657       0.193694
UVW1            59236.2511622631        9.13748       0.159961        10.6150       0.161991
