UVW1            6922.44136725832        70.6372        71.7691        18.5424       0.564121     0.00141588        23.0765       0.539329
UVW1            6923.22230922338        9.60199        9.75586        16.9742        1.47706     0.00730306        22.6021        1.44952
UVW1            6925.55743370485        142.480        144.763        19.4615       0.403115     0.00146820        22.6194       0.376423
UVW1            6925.69228075817        9.59185        9.74556        17.6613        1.48011     0.00138541        21.4322        1.41662
UVW1            6926.27891784487        9.59223        9.74594        18.2999        1.53386     0.00610672        23.5568        1.47683
UVW1            6927.81059052702        218.253        221.751        20.6023       0.336868     0.00161357        23.9586       0.311903
UVW1            6928.60966496076        178.890        181.756        20.2331       0.368743     0.00163945        23.7120       0.342961
UVW1            6929.54856009735        364.892        370.739        19.3974       0.253340     0.00132938        23.4163       0.238821
UVW1            6929.60963294841        253.121        257.177        19.5950       0.305407     0.00127972        23.4355       0.286844
UVW1            6929.61195688462        97.2089        98.7667        20.4039       0.504213     0.00139213        24.2611       0.469917
UVW1            6930.67554471921        159.213        161.765        19.5553       0.384657     0.00144726        23.3880       0.361355
UVW1            6931.80284690857        9.60272        9.75660        22.1711        1.67929    0.000937169        25.9320        1.53887
UVW1            6932.39329630602        228.113        231.769        20.8552       0.332652     0.00157538        24.5120       0.308137
UVW1            6933.72169941058        218.264        221.762        20.2028       0.332501     0.00138213        23.3431       0.308366
UVW1            6934.65123155667        159.213        161.765        19.6917       0.385310     0.00171860        23.2613       0.360496
UVW1            6935.79027787922        188.750        191.774        18.8856       0.347457     0.00154112        23.0277       0.329628
UVW1            6937.20763983577        354.728        6121.98        20.1207       0.261688     0.00160484        23.8789       0.244298
UVW1            6942.15560948756        173.981        176.769     -0.0417876     0.00614375     0.00155716      0.0129737     0.00863509
UVW1            6943.22517208336        162.167        164.766        20.6345       0.390494     0.00123291        23.8263       0.360968
UVW1            6944.70141802402        115.050        116.894        20.3255       0.461758     0.00130734        24.0145       0.430029
UVW1            6945.15650100680        160.223        162.791        18.8163       0.379909     0.00196755        23.9936       0.364262
UVW1            6945.75638678391        147.399        149.761        19.8852       0.403736     0.00125082        23.7879       0.378353
UVW1            6946.44919468323        250.526        6009.98        7.01924       0.173537     0.00125357        8.47022       0.180142
UVW1            6947.41087086126        338.114        13092.2        14.9403       0.225904     0.00154193        17.9150       0.220164
UVW1            6948.81961151166        233.781        12154.2        19.1218       0.316658     0.00129453        24.0992       0.302136
UVW1            6949.67191082984        54.7289        55.6059        21.5965       0.689902     0.00120437        24.8324       0.632643
UVW1            6953.59012336144        678.215        45748.7     -0.0350774     0.00236498     0.00134725     0.00838421     0.00351592
UVW1            6953.60401168559        292.159        45868.8        19.6635       0.286190     0.00128323        24.0430       0.269995
UVW1            6958.26034421148        232.804        17383.1     -0.0237469      0.0139812     0.00239364      0.0817277      0.0187329
UVW1            6959.35756241390        241.893        245.769        20.5982       0.320058     0.00201298        23.9690       0.296326
UVW1            6967.39934531786        103.105        104.758     -0.0443189      0.0101941     0.00189508      0.0222715      0.0146964
UVW1            6973.89902730891        70.6263        71.7581        1.00604       0.126219     0.00358009        1.53626       0.146950
UVW1            6975.26368623739        263.318        97183.2        4.15867       0.129428     0.00189247        5.39442       0.141290
UVW1            6976.99092806457        217.808        62586.2        5.50645       0.164643     0.00314986        6.72631       0.172908
UVW1            6979.57809249964        368.921        63212.6        6.70843       0.141634     0.00745932        8.34983       0.147433
UVW1            7394.98441861942        255.662        259.759        18.1333       0.288984     0.00582033        20.8398       0.270996
