V               55283.8779558437        2.54975       0.165885        2.88927       0.192887
V               55285.5523548485        2.37385       0.176207        2.73313       0.207787
V               55287.5561448741        1.97752       0.165055        2.15528       0.196260
V               55289.3699389021        2.66713       0.181210        2.98115       0.209914
V               55291.2393905055        2.18740       0.164503        2.54021       0.196992
V               55293.2178971493        2.11367       0.182597        2.36110       0.217638
V               55295.4540732368        2.29996       0.164265        2.72685       0.197896
V               55297.3247039057        2.08969       0.145349        2.44691       0.176062
V               55299.2314239047        2.19923       0.218250        2.35221       0.257759
V               55303.7593754451        2.19121       0.177829        2.52323       0.214597
V               55305.5562307411        2.24930       0.171934        2.52544       0.208097
V               55309.6859252946        2.12175       0.224641        2.51720       0.276227
V               55311.2512686187        2.00185       0.172320        2.22611       0.210842
V               55313.0522267516        2.13910       0.175713        2.48634       0.216849
V               55315.5345649002        2.62369       0.173418        2.85627       0.205256
V               55319.4805461694        2.51310       0.175866        3.17296       0.218046
V               55321.5906047868        2.39427       0.176970        2.86713       0.218291
