U               59976.9524569912        3.62905       0.161312        4.54328       0.181390
U               59977.4056211514        3.62477       0.161771        4.68847       0.184478
U               59977.9453245741        3.85734       0.166087        4.76158       0.185011
U               59978.3766593919        3.75479       0.296965        4.53877       0.328701
U               59978.8031252385        3.45251       0.200806        4.59779       0.231879
U               59979.1375119784        3.70980       0.202406        4.78184       0.229379
U               59980.0985154905        3.68164       0.162409        4.65846       0.183101
U               59980.8547686106        3.46776       0.158303        4.54797       0.181839
U               59981.5106774932        3.77686       0.165171        4.66062       0.184906
U               59981.9509981391        3.58750       0.226849        4.33846       0.252144
U               59982.2840906535        3.95423       0.211076        4.98590       0.236554
U               59985.7837173752        3.92656       0.250295        5.05950       0.283097
U               59986.2541471911        3.66807       0.228106        4.64033       0.257391
U               59987.6412601587        3.55455       0.228365        4.36600       0.256066
U               59988.6315222271        3.67919       0.244252        4.46574       0.271843
U               59989.3011550079        3.69355       0.241042        4.56230       0.269630
