UVW2            54021.7177889366       0.155743      0.0130340       0.205742      0.0164979
UVW2            54025.0611262773       0.142551      0.0163270       0.180950      0.0202442
UVW2            54027.1714390134       0.139030      0.0179014       0.174955      0.0221177
UVW2            54030.5236743488       0.158399      0.0143659       0.195689      0.0177805
UVW2            54031.3559446363       0.121712      0.0321152       0.202087      0.0439931
UVW2            54033.0620737844       0.156232      0.0185042       0.188737      0.0224051
UVW2            54036.0605721688       0.138736      0.0308146       0.161914      0.0363742
UVW2            54040.2428874755       0.145355      0.0166217       0.190227      0.0204518
UVW2            54043.1876090872       0.112416      0.0302727       0.134887      0.0366909
UVW2            54044.3291631602       0.214003      0.0251503       0.235165      0.0283282
UVW2            54048.0904191695       0.123394      0.0239581       0.135335      0.0291005
UVW2            54052.8219566587       0.101314      0.0164682       0.118458      0.0216851
UVW2            54056.6416452816       0.141263      0.0180716       0.192065      0.0240153
UVW2            54060.5270965635       0.164469      0.0255152       0.190601      0.0319915
UVW2            54063.5704451702       0.150976      0.0172265       0.162567      0.0209687
UVW2            54067.0077895285       0.141146      0.0217517       0.166403      0.0260447
UVW2            54071.0523008569       0.132827      0.0152320       0.151974      0.0178310
UVW2            54079.6321726814       0.141501      0.0152056       0.159477      0.0182032
UVW2            54085.1499629286       0.141404      0.0127599       0.160767      0.0149412
UVW2            54089.4199347370       0.142216      0.0130258       0.162824      0.0151688
UVW2            54093.7122284207       0.123369      0.0181529       0.163876      0.0225078
UVW2            54097.2672224562       0.121816      0.0238147       0.128917      0.0276047
UVW2            54101.4172291402      0.0758825      0.0369952      0.0569708      0.0407866
UVW2            54106.5708441050       0.135121     0.00913916       0.151828      0.0107567
UVW2            54115.6919473740      0.0995499      0.0110290       0.112446      0.0136693
UVW2            54121.8647653977       0.133505     0.00859488       0.151650      0.0101383
UVW2            54126.4195715315       0.175403      0.0201404       0.216044      0.0237840
UVW2            54129.3068519146       0.132363     0.00686337       0.149925     0.00815050
UVW2            54131.4726334708       0.158323      0.0149626       0.185471      0.0175585
UVW2            54132.0524246511       0.143034      0.0140823       0.146267      0.0159813
UVW2            54134.4014992565       0.115818      0.0152375       0.133255      0.0184426
UVW2            54136.7114791884       0.109760      0.0482451       0.102421      0.0549980
UVW2            54139.4843580467       0.139723     0.00974865       0.162847      0.0114708
UVW2            54144.2633412154       0.146779     0.00790632       0.156502     0.00908260
UVW2            54146.5481175324       0.170482      0.0370225       0.179025      0.0415084
UVW2            54149.7187818997       0.157252     0.00783069       0.173800     0.00898752
UVW2            54153.7050395939       0.146555     0.00853676       0.164608     0.00999060
UVW2            54181.5594101399       0.139863     0.00411305       0.164428     0.00486504
UVW2            54842.6475222730       0.128363     0.00922259       0.149378      0.0110315
UVW2            54891.5889966912       0.140638      0.0100108       0.167901      0.0118334
UVW2            55681.5214157761       0.122701      0.0107910       0.154211      0.0135386
UVW2            55979.2348103458       0.123697      0.0136037       0.140018      0.0161349
UVW2            56096.0013378137       0.131901     0.00996451       0.157344      0.0127320
UVW2            56339.1798979323       0.129304     0.00982979       0.155063      0.0118080
UVW2            56730.4152432056       0.124060     0.00987996       0.154301      0.0121354
UVW2            57145.2951612663       0.145839      0.0104303       0.181056      0.0128212
UVW2            57343.8911702167       0.133813      0.0179946       0.173441      0.0224363
UVW2            57661.6006594962       0.138710      0.0113016       0.175482      0.0141155
UVW2            59189.9196445462       0.101456      0.0154429       0.160515      0.0216755
UVW2            59191.0107279373       0.118853      0.0219931       0.154415      0.0289756
UVW2            59191.3642913662       0.112503      0.0188932       0.152878      0.0236517
