B               8610.95343124634        157.031        6033.90        4.48755       0.186409      0.0219437        7.02474       0.207954
B               8611.40659617260        157.031        5778.63        1.74098       0.124716      0.0218195        3.31624       0.144178
B               8611.94629965909        157.042        6064.64        4.36122       0.183900      0.0216645        6.90207       0.206186
B               8612.37699950999        47.7901        10247.3        4.01122       0.319821      0.0213719        6.22879       0.355654
B               8612.80374954315        97.0026        6547.01        4.64969       0.241502      0.0222285        7.34194       0.270283
B               8613.13803099794        101.694        16715.7      -0.608462      0.0120683      0.0212889        0.00000     0.00983345
B               8614.09949274687        157.020        11284.5        1.61046       0.121530      0.0221699        3.24838       0.142724
B               8614.85574363219        157.042        6064.65        4.13853       0.179929      0.0221302        6.70303       0.203291
B               8615.51165149314        157.031        5707.44        4.36058       0.184293      0.0227501        6.80060       0.204723
B               8615.95197520358        78.4773        79.7349        4.26094       0.257484      0.0219367        6.72897       0.288113
B               8616.28450432420        99.7174        34404.4        3.78635       0.216062      0.0219714        5.90391       0.239897
B               8619.78460141364        70.6480        71.7802        4.37152       0.275055      0.0222795        6.96175       0.308689
B               8620.25513715297        79.5089        80.7830      -0.623676      0.0149167      0.0217679    0.000301854      0.0125772
B               8621.64176704735        77.3154        34982.2        4.47536       0.264858      0.0223693        6.65636       0.288751
B               8622.63239324000        69.6599        70.7762        4.48681       0.280418      0.0233256        6.82184       0.307837
B               8623.30205124104        71.6362        72.7842        4.49694       0.276505      0.0227883        6.85756       0.304328
