54021.7451 134.737   4.963
54025.0576 108.893   4.069
54027.1659  95.455   3.600
54029.1142  79.057   3.017
54033.0563  54.735   2.175
54036.0586  41.343   1.813
54040.2418  28.739   1.279
54044.3270  21.112   1.077
54048.0889  16.216   0.964
54052.8209  11.675   0.732
54056.6405  10.060   0.642
54060.5264   8.478   0.618
54063.5687   7.322   0.486
54067.0361   6.793   0.455
54071.0488   5.452   0.380
54079.6281   2.388   0.208
54085.1462   1.011   0.123
54089.4178   0.658   0.107
54093.5472   0.393   0.067
54097.3072   0.399   0.073
54101.5516   0.225   0.077
54106.5681   0.123   0.066
54115.6905   0.165   0.070
54126.6866   0.064   0.061
54129.3029   0.069   0.056
54131.4719   0.036   0.082
54132.0479   0.034   0.079
54134.4008   0.064   0.091
54136.4371   0.034   0.063
54139.4826  -0.024   0.062
54144.2603   0.028   0.057
54146.7355   0.017   0.055
54149.7131   0.063   0.057
54153.7031   0.011   0.056
54186.5126   0.016   0.049
