U               53472.5970127825        14.9094       0.165415        17.1550       0.160374
U               53749.0465981844        15.9374       0.476396        17.7176       0.455112
U               54398.0031166770        15.7863       0.252519        18.0624       0.244430
U               54405.8986408408        15.4316       0.288471        18.1511       0.283999
U               54578.3756196992        14.5806       0.157819        17.2543       0.154625
U               54686.1010387340        15.5366       0.156713        18.0595       0.152532
U               55075.5856863381        15.4186       0.157245        18.0459       0.153298
U               55348.8524786294        14.3879       0.148177        17.0895       0.145507
U               55866.4318292355        15.0922       0.153690        17.4734       0.150828
U               55884.1247964902        14.1916       0.208200        16.3698       0.203668
U               55884.4927634331        14.8096       0.228629        16.9537       0.222066
U               55888.4411763730        13.6880       0.235012        16.3514       0.233317
U               56092.8159277267        12.6304       0.204283        15.0055       0.203622
U               56261.9213092644        14.6716       0.130584        17.2555       0.127923
U               56641.5563141657        14.4609       0.153723        16.9074       0.151197
U               56644.0165671417        14.0417       0.352319        16.5038       0.349302
U               56644.9484145218        14.0565       0.248179        16.6002       0.245348
U               56870.1522883261        13.9171       0.203633        16.7769       0.201496
U               57082.2172517693        13.9363       0.138015        16.1466       0.136287
U               57085.5072377436        13.4906       0.209137        15.9425       0.208584
U               57237.4105412019        13.6214       0.114162        16.4220       0.113580
U               58028.8316016835        13.2312       0.117070        15.9709       0.118016
U               58883.5105013987        12.0295       0.117118        14.9570       0.120181
U               59158.1926059569        12.8260       0.113420        15.7440       0.114858
