U               53556.7844293043        15.4598       0.366867        24.4032       0.380035
U               53557.3871537209        15.1212       0.319051        24.0064       0.332273
U               53558.3734521605        15.1788       0.260376        24.7584       0.269874
U               53559.5303022885        16.0071       0.369743        24.6678       0.379319
U               53560.1327106077        15.7317       0.483047        25.0296       0.499610
U               53561.4641361423        15.0447       0.498376        23.8636       0.519104
U               53562.3356511556        14.7359       0.493692        23.7246       0.517781
U               53565.0143851815        14.8556       0.430187        23.7304       0.449846
U               53568.0280204578        15.6166       0.506663        24.6858       0.523569
U               53573.0529738851        14.7734       0.492356        24.0612       0.517762
U               53627.9808180928        14.9262       0.340368        23.5543       0.353835
U               54190.9340026663        14.5151       0.436056        23.3134       0.458795
U               54190.9913361873        15.9356       0.663055        24.6321       0.680148
U               54191.6701312782        14.9938       0.480717        23.8742       0.501907
U               54191.7369762384        15.0804       0.449037        24.0121       0.468228
U               54191.8037530715        13.6528       0.423772        22.1772       0.451747
U               54192.5409866711        14.2905       0.405528        23.0708       0.428311
U               54192.6087339162        13.6870       0.477495        22.7562       0.511637
U               54192.6826977767        14.9474       0.671571        24.0678       0.703367
U               54192.7437499901        14.1397       0.442607        23.1530       0.470042
U               54192.8111074404        13.7600       0.436407        22.8252       0.467081
U               54192.9443364693        14.9237       0.583337        23.8869       0.610293
U               54524.5279654469        13.8327       0.142693        24.0666       0.152526
U               54524.5942714466        14.1645       0.132338        24.4704       0.140492
U               54524.6609317386        14.1193       0.131994        24.5337       0.140606
U               54524.7282963376        13.7850       0.130569        24.1917       0.139763
U               54524.7960163150        13.5606       0.141838        24.2553       0.152985
U               54524.8654627400        13.8012       0.207749        24.6094       0.221273
U               54524.9334324910        14.5519       0.246994        26.1940       0.259473
U               54608.7788609215        14.6910       0.139369        24.3534       0.146746
U               54608.9108061194        14.9475       0.161445        24.5989       0.168655
U               55715.5103447316        13.2356       0.293033        22.7946       0.316036
U               55715.5774627645        13.4726       0.297243        23.1778       0.319907
U               55715.6446927846        13.8744       0.302361        23.3187       0.322333
U               55716.1789709274        14.1189       0.345048        23.6007       0.365050
U               55716.2471245201        14.5430       0.348031        23.6503       0.365372
U               55716.3140738006        13.7501       0.336257        22.2788       0.355911
U               55717.3173325625        13.1360       0.363283        22.9139       0.393812
U               55718.5209941226        14.1092       0.488174        23.5971       0.516598
U               55718.5353852529        14.3942       0.485525        23.0699       0.511616
U               55718.5878972304        13.8973       0.481893        22.8478       0.509307
U               55718.6539256824        12.8042       0.467194        22.4837       0.505718
U               55724.6259134351        14.0770       0.436666        22.4668       0.461456
U               55724.8253817991        13.8683       0.408599        22.8515       0.436207
U               55725.2936111470        13.3830       0.395647        22.4201       0.426696
U               55726.1547750542        13.9693       0.362898        22.8491       0.386190
U               55726.2888099179        13.5514       0.356028        22.1612       0.380873
U               55727.2901786198        13.4293       0.414697        22.2587       0.445783
U               55727.4242175319        13.3265       0.411770        21.7993       0.441670
U               55728.6989417588        13.2721       0.578478        22.2210       0.624633
U               55728.7764866999        14.3047       0.570862        23.4535       0.605486
U               55728.8373719980        13.9017       0.560894        22.7878       0.597828
U               55728.9047374763        10.7368        1.19835        20.3739        1.38373
U               55728.9761484419        13.0111       0.552118        21.0698       0.593014
U               55729.0387238585        13.4476        1.34057        22.2814        1.43981
U               55729.0964567848        14.1236       0.545781        22.6692       0.576902
U               55729.1637418792        13.5706       0.524199        21.8128       0.558275
U               55729.2303884309        13.5798       0.527251        22.4710       0.565505
U               55730.0327838445        13.2540       0.618679        21.6375       0.663731
U               55730.1707208636        13.2917       0.607049        21.8521       0.652327
U               55730.2335087033        14.3363       0.599691        23.7361       0.636910
U               55730.3100041132        13.3326       0.585216        22.2495       0.631070
U               55730.4339495008        14.3415       0.631723        22.8117       0.664729
U               55730.4987238413        13.1271        1.32367        21.7285        1.42391
U               55731.1027733106        15.0011       0.597121        23.2702       0.619661
U               55731.2442996055        14.1956       0.581567        22.8768       0.615041
U               55731.5038317745        14.1557       0.684714        23.2843       0.727634
U               55731.7078523263        14.8849       0.593438        23.9710       0.622077
U               55731.8462957218        13.6229       0.616129        22.3875       0.659337
U               55732.1730869468        14.6085       0.604467        23.7403       0.636892
