# SN2006jc magnitudes from Swift UVOT                                                        
# generated Thu Oct 2 14:33:43 CDT 2014 using version 2013.2                                         
# of Peter Brown's photometry pipeline                                                      
# and version Swift_Rel4.2(Bld31)_25Nov2013 of HEASOFT                                                      
#                                                                                         
# Data comes from the Swift Data Center                                                   
# A 5 arcsec aperture is used to measure the counts for the coincidence loss correction,  
# a 3 or 5 arcsec source aperture (based on the error) was used for the aperture photometry 
# subtracting off the galaxy count rate in a template image  (if available),              
# and applying an aperture correction as appropriate (based on average psf in Swift CALDB)
# and zeropoints from Breeveld et al. (2011) which update Poole et al. (2008)             
# including a time-dependent sensitivity loss                                             
# to put the magnitudes on the UVOT photometric system described in that paper.           
#
#  Brown, P. J., Holland, S. T., Immler, S., et al. 2009, ApJ, 137, 4517
#  Brown, P. J., et al. 2014, in preparation
#  Breeveld, A. A., Landsman, W., Holland, S. T., et al. 2011, in AIP Conf. Proc. 1358,   
#     Gamma-Ray Bursts 2010, ed. J. E. McEnergy, J. L. Racusin, & N. Gehrels                 
#     (Melville, NY: AIP), 373; arXiv:1102.4717                                              
#  Poole, T. S., Breeveld, A. A., Page, M. J., et al. 2008, MNRAS, 383, 627
#                                                                                         
#                                                                                           
# Original reference for Swift observations                                                 
# Immler, S., et al. 2008, ApJL, 674, 85 #                                                                                           
# If necessary, the data has been reanalyzed with the revised zeropoints                    
# and sensitivity corrections of Breeveld et al. 2011.                                      
#                                                                                           
# The underlying galaxy had the following count rates                                       
# in a 5 arcsec aperture at the source position  
# (missing filters list 0 but used a background region similar to the SN ):                 
# Galaxy count rates in 5" aperture
# Beware of galaxy count rates > ~ 6
# V          0.772      0.0685949
# B          1.583       0.107389
# U          0.974      0.0631673
# UVW1       0.370      0.0216822
# UVM2       0.231      0.0127198
# UVW2       0.330      0.0142790
#                                                                                           
# There are no known issues with this photometry.                                           
# b and v data consistent with BV data from ZZZZ et al.                                     
#                                                                                           
# MJD Mag MagErr 3SigMagLimit 0.98SatLimit Rate RateErr                                     
#                                                                                           
# uvw2                                                                                      
54021.7178  13.327   0.027  20.274  11.088  41.786   1.057
54025.0611  13.792   0.031  20.094  11.088  27.230   0.774
54027.1714  14.068   0.034  20.018  11.089  21.129   0.663
54029.1177  14.335   0.035  20.260  11.089  16.522   0.540
54031.3559  14.656   0.054  19.283  11.089  12.291   0.611
54033.0621  14.791   0.046  20.097  11.089  10.858   0.457
54036.0606  15.108   0.068  19.424  11.089   8.106   0.509
54040.2429  15.505   0.066  20.207  11.089   5.621   0.343
54043.1876  15.937   0.100  19.349  11.089   3.777   0.346
54044.3292  15.831   0.091  19.943  11.089   4.164   0.348
54048.0904  16.204   0.101  19.736  11.089   2.955   0.274
54052.8220  16.539   0.107  20.125  10.828   2.170   0.213
54056.6416  16.715   0.107  20.152  10.828   1.846   0.181
54060.5271  16.887   0.105  19.824  10.828   1.574   0.152
54063.5704  16.912   0.108  20.222  11.090   1.539   0.152
54067.0394  16.902   0.107  20.252  11.089   1.554   0.154
54071.0523  17.291   0.109  20.281  11.089   1.086   0.109
54079.6322  17.837   0.119  20.323  11.089   0.656   0.072
54085.1500  18.177   0.127  20.490  11.089   0.480   0.056
54089.4199  18.531   0.142  20.472  11.089   0.346   0.045
54093.5423  18.977   0.170  20.494  11.089   0.230   0.036
54097.3009  18.891   0.176  20.272  11.089   0.249   0.040
54101.5545  19.991   0.294  20.604  11.089   0.090   0.024
54106.5708  19.560   0.216  20.756  11.089   0.134   0.027
54115.6919  19.988   0.284  20.689  11.089   0.091   0.024
54121.8648  20.142   0.306  20.796  11.089   0.079   0.022
54126.6902  20.365   0.356  20.815  11.089   0.064   0.021
54129.3069  20.143   0.301  20.937  11.089   0.079   0.022
54131.4726    NULL    NULL  20.386  11.089   0.062   0.025
54132.0524  20.289   0.399  20.403  11.089   0.069   0.025
54134.4015    NULL    NULL  20.235  11.089   0.052   0.026
54136.4399  20.093   0.309  20.658  11.089   0.082   0.023
54139.4844  20.661   0.458  20.716  11.089   0.049   0.021
54144.2633    NULL    NULL  20.878  11.089   0.035   0.018
54146.7372    NULL    NULL  20.910  11.089   0.022   0.017
54149.7188  20.676   0.439  20.902  11.089   0.048   0.019
54153.7050  20.374   0.357  20.828  11.089   0.063   0.021
54181.5594    NULL    NULL  21.152  11.089   0.013   0.017
#                                                                                           
# uvm2                                                                                      
54021.7254  13.144   0.030  19.735  10.557  30.353   0.827
54025.0654  13.588   0.035  19.537  10.557  20.183   0.653
54027.1784  13.828   0.040  19.445  10.557  16.175   0.590
54029.1220  14.077   0.042  19.678  10.557  12.864   0.493
54033.0673  14.561   0.091  17.965  10.557   8.234   0.692
54040.2442  15.479   0.087  19.500  10.557   3.537   0.283
54044.3317  15.731   0.087  19.228  10.557   2.802   0.223
54048.0922  16.032   0.094  19.016  10.558   2.124   0.184
54052.8233  16.478   0.093  19.415  10.297   1.408   0.121
54056.6430  16.471   0.092  19.465  10.297   1.417   0.120
54060.5277  16.689   0.139  18.577  10.297   1.160   0.149
54063.5726  16.714   0.094  19.588  10.558   1.133   0.098
54067.0437  16.825   0.095  19.646  10.557   1.023   0.090
54071.0567  17.171   0.103  19.665  10.557   0.744   0.071
54079.6371  17.867   0.129  19.692  10.558   0.392   0.047
54085.1545  18.153   0.136  19.875  10.557   0.301   0.038
54089.4225  18.685   0.185  19.804  10.557   0.184   0.031
54093.5447  19.100   0.204  20.074  10.557   0.126   0.024
54097.3040  19.840   0.390  19.854  10.557   0.064   0.023
54101.5569  19.830   0.370  19.923  10.558   0.064   0.022
54106.5737  20.036   0.371  20.166  10.557   0.053   0.018
54115.6938    NULL    NULL  20.037  10.558  -0.018   0.131
54121.8710    NULL    NULL  20.359  10.557   0.021   0.014
54126.6942    NULL    NULL  20.166  10.557   0.009   0.016
54129.3121    NULL    NULL  20.376  10.557  -0.007   0.105
54131.4736    NULL    NULL  19.235  10.557  -0.002   0.028
54132.0580    NULL    NULL  19.810  10.557   0.003   0.019
54134.1683    NULL    NULL  17.638  10.557  -0.128   0.272
54136.8757    NULL    NULL  19.983  10.557  -0.003   0.135
54139.4876    NULL    NULL  20.020  10.557  -0.024   0.130
54144.2661    NULL    NULL  20.308  10.557  -0.005   0.111
54146.7402    NULL    NULL  20.324  10.557   0.015   0.014
54149.7257    NULL    NULL  20.334  10.557  -0.001   0.109
54153.7087    NULL    NULL  20.240  10.557  -0.001   0.117
54186.2733    NULL    NULL  20.561  10.557  -0.022   0.086
#                                                                                           
# uvw1                                                                                      
54021.7425  12.972   0.027  19.916  11.149  61.277   1.501
54025.0561  13.294   0.029  19.553  11.149  45.548   1.208
54027.1635  13.479   0.030  19.472  11.149  38.407   1.074
54028.4663  13.691   0.034  19.075  11.150  31.591   1.004
54029.1127  13.746   0.031  19.740  11.150  30.040   0.867
54033.0538  14.169   0.038  19.605  11.150  20.342   0.704
54036.0577  14.560   0.054  18.969  11.150  14.191   0.707
54040.2413  14.917   0.053  19.727  11.150  10.215   0.496
54043.0536  15.142   0.070  19.307  11.150   8.301   0.532
54044.3262  15.185   0.068  19.458  11.150   7.977   0.499
54048.0882  15.340   0.080  19.258  11.150   6.918   0.509
54052.8204  16.000   0.084  19.621  10.890   3.768   0.290
54056.6747  16.112   0.084  19.559  10.891   3.397   0.262
54058.5944  16.086   0.084  19.683  10.889   3.481   0.268
54060.5262  16.311   0.089  19.280  10.891   2.828   0.231
54063.5680  16.449   0.085  19.756  11.151   2.492   0.195
54067.0346  16.532   0.086  19.812  11.150   2.307   0.182
54071.0472  16.695   0.087  19.827  11.150   1.985   0.159
54079.6264  17.231   0.095  19.897  11.150   1.212   0.106
54085.1446  17.979   0.113  20.056  11.150   0.608   0.063
54089.4169  18.599   0.151  20.039  11.150   0.344   0.048
54093.5459  18.793   0.142  20.361  11.150   0.288   0.038
54097.3056  18.943   0.169  20.164  11.150   0.250   0.039
54101.5508  19.620   0.260  20.179  11.150   0.134   0.032
54106.5671  19.643   0.241  20.327  11.151   0.131   0.029
54115.6898    NULL    NULL  20.268  11.151   0.048   0.026
54121.8771  20.568   0.416  20.578  11.151   0.056   0.022
54126.6853    NULL    NULL  20.392  11.150   0.055   0.024
54129.3010    NULL    NULL  20.523  11.151   0.027   0.021
54131.4715    NULL    NULL  19.943  11.150   0.025   0.031
