U        54021.7451  13.016   0.040  19.428  12.057 134.737   4.963  5.0  0.0110     432.41   11726.28
U        54025.0576  13.248   0.041  19.103  12.058 108.893   4.069  5.0  0.0110     161.97    5914.99
U        54027.1659  13.391   0.041  19.070  12.059  95.455   3.600  5.0  0.0110     131.66     133.77
U        54029.1142  13.595   0.041  19.310  12.063  79.057   3.017  5.0  0.0110     206.04   11668.59
U        54033.0563  13.994   0.043  19.291  12.062  54.735   2.175  5.0  0.0110     136.59     138.78
U        54036.0586  14.299   0.048  18.747  12.062  41.343   1.813  5.0  0.0110      47.02      47.77
U        54040.2418  14.694   0.048  19.507  12.063  28.739   1.279  5.0  0.0110     150.28   28920.48
U        54044.3270  15.029   0.055  19.283  12.064  21.112   1.077  5.0  0.0110      94.06    5819.65
U        54048.0889  15.315   0.065  19.110  12.065  16.216   0.964  5.0  0.0110      68.47    5854.69
U        54052.8209  15.672   0.068  19.255  11.819  11.675   0.732  3.0  0.0084     140.91   23156.40
U        54056.6405  15.834   0.069  19.275  11.821  10.060   0.642  3.0  0.0084     148.53   34796.71
U        54060.5264  16.019   0.079  18.930  11.822   8.478   0.618  3.0  0.0084      81.51   80964.92
U        54063.5687  16.178   0.072  19.480  12.079   7.322   0.486  3.0  0.0110     165.46   17355.49
U        54067.0361  16.260   0.073  19.673  12.064   6.793   0.455  3.0  0.0110     160.00    5639.12
U        54071.0488  16.499   0.076  19.701  12.065   5.452   0.380  3.0  0.0110     164.90    5902.18
U        54079.6281  17.395   0.095  19.778  12.065   2.388   0.208  3.0  0.0110     187.56    5869.09
U        54085.1462  18.328   0.133  19.933  12.065   1.011   0.123  3.0  0.0110     252.25   11549.83
U        54089.4178  18.795   0.176  19.911  12.065   0.658   0.107  3.0  0.0110     240.06   23197.56
U        54093.5472  19.355   0.186  20.418  12.066   0.393   0.067  3.0  0.0110    1011.33   64378.30
U        54097.3072  19.338   0.200  20.275  12.067   0.399   0.073  3.0  0.0110     648.50   52107.75
U        54101.5516  19.962   0.374  20.043  12.066   0.225   0.077  3.0  0.0110     328.63   23388.01
U        54106.5681    NULL    NULL  20.188  12.066   0.123   0.066  3.0  0.0110     482.70   34886.08
U        54115.6905    NULL    NULL  20.133  12.067   0.165   0.070  3.0  0.0110     419.31   46545.47
U        54126.6866    NULL    NULL  20.239  12.066   0.064   0.061  3.0  0.0110     558.44   52435.88
U        54129.3029    NULL    NULL  20.365  12.066   0.069   0.056  3.0  0.0110     843.70   40536.96
U        54131.4719    NULL    NULL  19.808  12.067   0.036   0.082  3.0  0.0110     200.49   81096.49
U        54132.0479    NULL    NULL  19.847  12.066   0.034   0.079  3.0  0.0110     212.15    5868.46
U        54134.4008    NULL    NULL  19.681  12.067   0.064   0.091  3.0  0.0110     155.26   63613.48
U        54136.4371    NULL    NULL  20.176  12.066   0.034   0.063  3.0  0.0110     463.81   91623.38
U        54139.4826    NULL    NULL  20.144  12.066  -0.024   0.062  3.0  0.0110     426.61   76083.22
U        54144.2603    NULL    NULL  20.304  12.066   0.028   0.057  3.0  0.0110     685.02   44694.14
U        54146.7355    NULL    NULL  20.335  12.066   0.017   0.055  3.0  0.0110     755.91   45409.68
U        54149.7131    NULL    NULL  20.326  12.066   0.063   0.057  3.0  0.0110     733.88   29188.31
U        54153.7031    NULL    NULL  20.308  12.066   0.011   0.056  3.0  0.0110     686.02   47984.84
U        54186.5126    NULL    NULL  20.509  12.066   0.016   0.049  3.0  0.0110    1566.23   12102.02
