V               59976.9581759763        7.19252       0.227992        8.23021       0.237970
V               59977.4113377738        7.02455       0.225487        8.19580       0.237300
V               59977.9510479001        7.31550       0.229947        8.36775       0.239608
V               59978.3788155359        7.78340       0.429858        8.74767       0.443035
V               59978.8072886965        6.97670       0.285475        7.96636       0.298381
V               59979.1409586160        7.14627       0.282118        8.14713       0.293996
V               59980.1042447556        7.33974       0.230728        8.66989       0.243002
V               59980.8604841484        7.23965       0.228973        8.41876       0.240153
V               59981.5163928387        6.74784       0.221640        8.15657       0.237108
V               59981.9567162306        7.18042       0.322527        8.30382       0.337953
V               59982.2867854824        7.71701       0.295902        8.58790       0.303986
V               59985.7897155033        7.44412       0.346523        8.60865       0.362192
V               59986.2608651407        7.05247       0.317689        8.20754       0.334093
V               59987.6446150467        7.97022       0.342057        8.92152       0.351399
V               59988.6374485898        7.63037       0.352601        8.70500       0.365719
V               59989.3072591247        7.13787       0.339202        9.13401       0.368385
