B               53556.7860991829        8.81021       0.288406        9.75479       0.295466
B               53557.3893264658        8.86298       0.250459        9.85689       0.256826
B               53558.3768891576        8.77241       0.200161        9.72863       0.208802
B               53559.5319570987        8.57723       0.287825        10.2685       0.300898
B               53560.1337663326        8.39892       0.350734        9.57821       0.364748
B               53561.4649789985        8.93074       0.438774        9.66618       0.446219
B               53562.3365004607        8.47853       0.426086        9.80748       0.444790
B               53565.0156478379        8.41824       0.315402        9.44226       0.326443
B               53568.0288665066        8.35600       0.424977        9.57710       0.443220
B               53573.0538440049        8.94967       0.423104        9.83913       0.432488
B               53627.9826080054        7.85129       0.277195        9.47570       0.298351
B               54190.9919427428        8.75812       0.467708        9.80223       0.481105
B               54192.5423557623        7.67735       0.284410        8.91204       0.299840
B               54192.6096974453        8.02075       0.349407        9.36602       0.367406
B               54192.6832572762        8.28894       0.476797        9.66409       0.499517
B               54192.7449002746        8.38945       0.325150        9.55689       0.337593
B               54192.8122582994        7.60812       0.310423        8.93072       0.328651
B               54192.9450658681        8.29964       0.414906        9.57443       0.433031
B               55715.5127986632        6.90341       0.202891        8.82750       0.223688
B               55715.5798887308        7.87007       0.215790        9.43032       0.229566
B               55715.6470974255        7.74709       0.214520        9.12505       0.227168
B               55716.1808750639        7.04470       0.234839        8.65763       0.256524
B               55716.2490265500        8.03787       0.246063        9.33953       0.258580
B               55716.3159775543        7.38293       0.236565        8.86981       0.253442
B               55717.3188080885        7.31160       0.284220        8.97775       0.308342
B               55718.5219702297        7.41154       0.345476        8.78694       0.374180
B               55718.5363607216        8.12605       0.349698        9.56898       0.368122
B               55718.5888709752        7.74305       0.350645        8.83657       0.373162
B               55718.6549046626        7.22246       0.350833        8.80433       0.387991
B               55724.6270778934        7.94015       0.314864        9.35246       0.331951
B               55724.8266942566        7.97371       0.295505        9.29259       0.310130
B               55725.2949587852        7.98767       0.291951        9.33105       0.306632
B               55726.1564347167        8.18809       0.264787        9.30166       0.275048
B               55726.2904702192        7.18097       0.249026        8.61690       0.266678
B               55727.2914094161        8.05864       0.307263        9.32538       0.321533
B               55727.4254506268        7.94784       0.304652        8.91901       0.316245
B               55728.6994639705        9.40413       0.612425        9.83375       0.611200
B               55728.7772088838        7.80423       0.400994        8.84535       0.418324
B               55728.8380955225        8.24267       0.412167        9.40667       0.428591
B               55728.9066933203        9.68723        1.09191        11.3258        1.12566
B               55728.9768337854        7.44738       0.403058        8.80903       0.428023
B               55729.0406812481        6.37811       0.888225        7.81383       0.969202
B               55729.0972327283        7.81580       0.389191        9.18705       0.410837
B               55729.1645323164        7.68263       0.378866        8.68979       0.395766
B               55729.2311786762        8.37304       0.397726        9.86192       0.417799
B               55730.0333546447        8.45859       0.475493        9.69057       0.494341
B               55730.1713157985        8.67108       0.469617        9.78262       0.484187
B               55730.2341711251        7.97575       0.425938        9.32370       0.448338
B               55730.3106545317        7.80762       0.429401        9.26103       0.454731
B               55730.4345411789        8.52128       0.468195        9.93045       0.489303
B               55730.5006776890        6.44426       0.895404        7.51883       0.965149
B               55731.1034612721        8.20202       0.422328        9.41863       0.440188
B               55731.2449860987        7.90484       0.414750        8.89606       0.431476
B               55731.5043463889        8.44496       0.504703        9.60176       0.524132
B               55731.7085515247        8.70724       0.429894        9.56583       0.439298
B               55731.8468900821        8.15934       0.456028        9.35130       0.475371
B               55732.1737482832        7.71327       0.420178        9.09453       0.445597
B               55732.3074880089        8.01629       0.407754        9.28846       0.427748
B               55732.4404124571        8.02907       0.401801        9.26628       0.421305
B               55732.5736964312        8.03535       0.471147        9.30299       0.495318
B               55732.9756815629        8.00297       0.409069        9.44136       0.432250
B               55733.3902862682        7.81986       0.379363        9.66460       0.407307
