V               53423.0571634490        5.05468      0.0938770        5.45256       0.100506
V               53433.9320175047        5.23871       0.125965        5.74709       0.135334
V               53473.8023836426        4.85150      0.0604173        5.33418      0.0649738
V               53684.0886922008        4.78514      0.0524169        5.16447      0.0600547
V               53721.6101479158        4.90963      0.0436605        5.36786      0.0474510
V               53839.2889286862        4.79567      0.0619561        5.43396      0.0673802
V               53880.0025073388        4.94959       0.177398        5.37242       0.191045
V               53921.6933811111        4.95620      0.0525453        5.46406      0.0589563
V               53921.9932922185        5.02662       0.243990        5.61061       0.274260
V               54406.0864325436        4.66812      0.0671172        5.28147      0.0779752
V               54411.0767210280        4.66609      0.0803513        5.20282      0.0922858
V               54579.4576345668        4.75828      0.0608178        5.32441      0.0660546
V               54579.9027655320        5.00359       0.186638        5.61319       0.201527
V               54771.6477907263        4.48989       0.111551        4.87065       0.130860
V               54833.5998045285        4.50378      0.0912158        5.03037       0.105017
V               55728.4917387557        4.43550      0.0679644        5.00332      0.0757504
V               56371.2094753115        4.16810      0.0682194        4.80880      0.0754896
V               56762.6019936050        4.20779      0.0611274        4.84061      0.0672294
V               56975.5674562450        4.11068      0.0725554        4.69495      0.0840105
V               57054.1362892245        4.04753      0.0662817        4.58077      0.0728430
V               57218.4752310747        4.41258      0.0725551        4.91992      0.0835841
V               57827.5046076770        4.04902      0.0672874        4.69580      0.0747197
V               57954.3976702690        4.01068      0.0986753        4.56948       0.116977
V               58803.4157792535        4.01221      0.0692063        4.63237      0.0801476
