53541.6059 16.2   0.050
54398.0067 16.1   0.058
54405.8995 16.2   0.065
54578.3777 16.2   0.052
54686.1041 16.2   0.052
55075.5884 16.2   0.052
55348.8556 16.2   0.051
55866.4349 16.2   0.058
56261.9263 16.2   0.052
56641.5575 16.2   0.056
56870.1546 16.2   0.054
57082.2186 16.2   0.063
57085.5084 16.2   0.062
57237.4144 16.2   0.049
58028.8352 16.2   0.053
58883.5121 16.2   0.058
59158.1950 16.2   0.053
